459996,75030,397015,354043
462521,75030,60652,71204
462521,75030,12207,6146
462745,75030,0,0
462658,75030,0,0
462571,75030,0,0
462521,75080,0,0
462668,75157,0,0
462658,75157,0,0
462648,75157,0,0
462795,75167,0,0
462745,75167,0,0
462668,75167,0,0
462658,75167,0,0
462648,75167,0,0
462571,75167,0,0
462668,75177,0,0
462658,75177,0,0
462648,75177,0,0
462795,75254,0,0
462658,75254,0,0
462745,75304,0,0
462658,75304,0,0
462571,75304,0,0
474728,81126,0,0
474641,81126,0,0
474554,81126,0,0
474504,81176,0,0
469904,81253,4874,20796
474651,81253,0,0
474641,81253,0,0
474631,81253,0,0
474778,81263,0,0
474728,81263,0,0
474651,81263,0,0
474641,81263,0,0
474631,81263,0,0
474554,81263,0,0
474651,81273,0,0
474641,81273,0,0
474631,81273,0,0
474778,81350,0,0
474641,81350,0,0
474728,81400,0,0
474641,81400,0,0
474554,81400,0,0
470128,101912,0,0
470041,101912,0,0
469954,101912,0,0
469904,101962,0,0
470051,102039,0,0
470041,102039,0,0
470031,102039,0,0
470178,102049,0,0
484258,102064,11948,5140
496156,102064,0,0
496069,102064,0,0
495982,102064,0,0
495932,102114,0,0
496079,102191,0,0
496069,102191,0,0
496059,102191,0,0
496206,102201,0,0
496156,102201,0,0
496079,102201,0,0
496069,102201,0,0
496059,102201,0,0
495982,102201,0,0
496079,102211,0,0
496069,102211,0,0
496059,102211,0,0
496206,102288,0,0
496069,102288,0,0
496156,102338,0,0
496069,102338,0,0
495982,102338,0,0
484482,107154,0,0
484395,107154,0,0
484308,107154,0,0
484258,107204,0,0
469954,102049,4710,5547
470128,102049,0,0
470051,102049,0,0
470041,102049,0,0
470031,102049,0,0
469954,102049,0,0
470051,102059,0,0
470041,102059,0,0
470031,102059,0,0
470178,102136,0,0
470041,102136,0,0
470128,102186,0,0
470041,102186,0,0
469954,102186,0,0
474614,107459,0,0
474527,107459,0,0
474440,107459,0,0
474390,107509,0,0
474537,107586,0,0
474527,107586,0,0
474517,107586,0,0
474664,107596,0,0
474614,107596,0,0
474537,107596,0,0
474527,107596,0,0
474517,107596,0,0
483286,107281,1246,4516
484405,107281,0,0
484395,107281,0,0
484385,107281,0,0
484532,107291,0,0
484482,107291,0,0
484405,107291,0,0
484395,107291,0,0
484385,107291,0,0
484308,107291,0,0
484405,107301,0,0
484395,107301,0,0
484385,107301,0,0
484532,107378,0,0
484395,107378,0,0
484482,107428,0,0
484395,107428,0,0
484308,107428,0,0
483510,111660,0,0
483423,111660,0,0
483336,111660,0,0
483286,111710,0,0
483433,111787,0,0
483423,111787,0,0
483413,111787,0,0
483560,111797,0,0
465597,107596,9067,6504
474440,107596,0,0
474537,107606,0,0
474527,107606,0,0
474517,107606,0,0
474664,107683,0,0
474527,107683,0,0
474614,107733,0,0
474527,107733,0,0
474440,107733,0,0
465821,113953,0,0
465734,113953,0,0
465647,113953,0,0
465597,114003,0,0
465744,114080,0,0
465734,114080,0,0
465724,114080,0,0
465871,114090,0,0
465821,114090,0,0
465744,114090,0,0
465734,114090,0,0
465724,114090,0,0
465647,114090,0,0
465744,114100,0,0
465734,114100,0,0
465724,114100,0,0
483336,111797,8243,4398
483510,111797,0,0
483433,111797,0,0
483423,111797,0,0
483413,111797,0,0
483336,111797,0,0
483433,111807,0,0
483423,111807,0,0
483413,111807,0,0
483560,111884,0,0
483423,111884,0,0
483510,111934,0,0
483423,111934,0,0
483336,111934,0,0
491529,116058,0,0
491442,116058,0,0
491355,116058,0,0
491305,116108,0,0
491452,116185,0,0
491442,116185,0,0
491432,116185,0,0
491579,116195,0,0
491529,116195,0,0
491452,116195,0,0
491442,116195,0,0
491432,116195,0,0
491245,116195,334,6082
491355,116195,0,0
491452,116205,0,0
491442,116205,0,0
491432,116205,0,0
491579,116282,0,0
491442,116282,0,0
491529,116332,0,0
491442,116332,0,0
491355,116332,0,0
491469,122130,0,0
491382,122130,0,0
491295,122130,0,0
491245,122180,0,0
491392,122257,0,0
491382,122257,0,0
491372,122257,0,0
491519,122267,0,0
491469,122267,0,0
491392,122267,0,0
491382,122267,0,0
491372,122267,0,0
491295,122267,0,0
491392,122277,0,0
491382,122277,0,0
491372,122277,0,0
465647,114177,12932,11520
465871,114177,0,0
465734,114177,0,0
465821,114227,0,0
465734,114227,0,0
465647,114227,0,0
478529,125423,0,0
478442,125423,0,0
478355,125423,0,0
478305,125473,0,0
478452,125550,0,0
478442,125550,0,0
478432,125550,0,0
478579,125560,0,0
478529,125560,0,0
478452,125560,0,0
478442,125560,0,0
478432,125560,0,0
478355,125560,0,0
478452,125570,0,0
478442,125570,0,0
478432,125570,0,0
478579,125647,0,0
478442,125647,0,0
478529,125697,0,0
478442,125697,0,0
485831,122354,5688,806
491519,122354,0,0
491382,122354,0,0
491469,122404,0,0
491382,122404,0,0
491295,122404,0,0
486055,122886,0,0
485968,122886,0,0
485881,122886,0,0
485831,122936,0,0
485978,123013,0,0
485968,123013,0,0
485958,123013,0,0
486105,123023,0,0
486055,123023,0,0
485978,123023,0,0
485968,123023,0,0
485958,123023,0,0
485881,123023,0,0
485978,123033,0,0
485968,123033,0,0
485958,123033,0,0
486105,123110,0,0
485968,123110,0,0
486055,123160,0,0
485968,123160,0,0
510969,122381,12154,1209
511193,122381,0,0
511106,122381,0,0
511019,122381,0,0
510969,122431,0,0
511116,122508,0,0
511106,122508,0,0
511096,122508,0,0
511243,122518,0,0
511193,122518,0,0
511116,122518,0,0
511106,122518,0,0
511096,122518,0,0
511019,122518,0,0
511116,122528,0,0
511106,122528,0,0
511096,122528,0,0
511243,122605,0,0
511106,122605,0,0
511193,122655,0,0
511106,122655,0,0
511019,122655,0,0
523123,123540,0,0
523036,123540,0,0
522949,123540,0,0
522899,123590,0,0
484541,123160,6502,1253
485881,123160,0,0
484765,123486,0,0
484678,123486,0,0
484591,123486,0,0
484541,123536,0,0
484688,123613,0,0
484678,123613,0,0
484668,123613,0,0
484815,123623,0,0
484765,123623,0,0
484688,123623,0,0
484678,123623,0,0
484668,123623,0,0
484591,123623,0,0
484688,123633,0,0
484678,123633,0,0
484668,123633,0,0
484815,123710,0,0
484678,123710,0,0
484765,123760,0,0
484678,123760,0,0
484591,123760,0,0
491043,124413,0,0
490956,124413,0,0
490869,124413,0,0
490819,124463,6674,1336
490819,124463,0,0
490966,124540,0,0
490956,124540,0,0
490946,124540,0,0
491093,124550,0,0
491043,124550,0,0
490966,124550,0,0
490956,124550,0,0
490946,124550,0,0
490869,124550,0,0
490966,124560,0,0
490956,124560,0,0
